what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1365917790820
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365917793259
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917796055
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917796381
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917797530
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917817358
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365917824053
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365917833310
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365917835534
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365917841535
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365917877327
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365917879994
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917909821
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917910083
